date,topic,article_name,url,media_name,extraction_date
2020-05-04,entremujeres,"escape room en casa: enigmas, acertijos y misterios para descubrir ",https://www.clarin.com/entremujeres/hogar-y-familia/escape-room-salir-casa-enigmas-misterios-compartr_0_aiLDrGEVV.html,clarin,2020-05-06
2020-05-04,entremujeres,horoscopo semanal: predicciones del 4 al 10 de mayo para todos los signos,https://www.clarin.com/entremujeres/astrologia/horoscopo-semanal-predicciones-astrologia-signos-zodiaco_0_fLQ4NsPfd.html,clarin,2020-05-06
2020-04-30,entremujeres,botiquin floral: una formula sencilla para cada signo,https://www.clarin.com/entremujeres/astrologia/flores-bach-astrologia-signo-zodiaco_0_J7cMkWGbP.html,clarin,2020-05-06
2020-05-01,entremujeres,cuarentena:  y si nos enamoramos del encierro?,https://www.clarin.com/entremujeres/pareja/cuarentena-coronavirus-encierro-aislamiento-valeria-schapira_0_jnFuBtbB1.html,clarin,2020-05-06
2020-05-05,new-york-times-international-weekly,china reprime a los sobrevivientes del coronavirus que quieren respuestas ,https://www.clarin.com/new-york-times-international-weekly/china-reprime-sobrevivientes-coronavirus-quieren-respuestas_0_IdM-rSOyo.html,clarin,2020-05-06
2020-05-05,new-york-times-international-weekly,esta noche podremos ver una lluvia de meteoritos en los cielos del hemisferio sur ,https://www.clarin.com/new-york-times-international-weekly/noche-podremos-ver-lluvia-meteoritos-cielos-hemisferio-sur_0_okoUR2LMS.html,clarin,2020-05-06
2020-05-05,new-york-times-international-weekly,"cinco meses aislado en la antartida, una experiencia radical de distancia social ",https://www.clarin.com/new-york-times-international-weekly/meses-aislado-antartida-experiencia-radical-distancia-social_0_GXQWuxnSv.html,clarin,2020-05-06
2020-05-05,new-york-times-international-weekly,es seguro salir de la cuarentena? revisa la cloaca ,https://www.clarin.com/new-york-times-international-weekly/-seguro-salir-cuarentena-revisa-cloaca_0_Vi9UPPKg4.html,clarin,2020-05-06
2020-05-06,zonales,"lomas: con la muerte del presidente del concejo, se abren movimientos en el mapa politico ",https://www.clarin.com/zonales/movimientos-mapa-politico-muerte-carasatorre_0_52aIQ_9Su.html,clarin,2020-05-06
2020-05-05,zonales,coronavirus en moron: un chico de 6 anos y una nena de 10 dieron positivo ,https://www.clarin.com/zonales/coronavirus-moron-chico-6-anos-nena-10-dieron-positivo_0_QdtfKrp5y.html,clarin,2020-05-06
2020-05-05,zonales,"coronavirus en tigre: por la crisis sanitaria, achican areas municipales y recortan sueldos ",https://www.clarin.com/zonales/coronavirus-tigre-crisis-sanitaria-achican-areas-municipales-recortan-sueldos_0_fUANemCq7.html,clarin,2020-05-06
2020-05-05,zonales,coronavirus en zona norte: reabren negocios por la ampliacion de las actividades exceptuadas ,https://www.clarin.com/zonales/coronavirus-zona-norte-reabren-negocios-ampliacion-actividades-exceptuadas_0_CLTR-DQYm.html,clarin,2020-05-06
2020-05-05,zonales,coronavirus en san fernando: los duenos y la cocinera de una parrilla hacen guiso para las familias mas postergadas ,https://www.clarin.com/zonales/coronavirus-san-fernando-duenos-cocinera-parrilla-hacen-guiso-familias-postergadas_0_cl865d4dE.html,clarin,2020-05-06
2020-05-06,politica,coronavirus en argentina: san juan retomara la actividad comercial a partir del lunes ,https://www.clarin.com/politica/coronavirus-argentina-san-juan-retomara-actividad-comercial-partir-lunes_0_Yqwroc25x.html,clarin,2020-05-06
2020-05-06,politica,"hablo el juez que metio preso a carlos menem: ""las presiones que yo recibia eran romanticas en relacion a las de hoy"" ",https://www.clarin.com/politica/hablo-juez-metio-preso-carlos-menem-presiones-recibia-romanticas-relacion-hoy-_0_scmCln6t-.html,clarin,2020-05-06
2020-05-06,politica,"""el proyecto de reforma judicial sigue en pie y creo que va a avanzar"", aseguro graciana penafort ",https://www.clarin.com/politica/-proyecto-reforma-judicial-sigue-pie-creo-va-avanzar-aseguro-graciana-penafort_0_Q4EnEdBNY.html,clarin,2020-05-06
2020-05-06,politica,ratifican la denuncia contra vanoli y pesce por negligencia con las colas de jubilados en los bancos ,https://www.clarin.com/politica/ratifican-denuncia-vanoli-pesce-negligencia-colas-jubilados-bancos_0_oUUBza4LT.html,clarin,2020-05-06
2020-05-06,politica,"""hay jueces que hicieron su veranito para favorecer a violadores y asesinos"", advirtio sergio massa ",https://www.clarin.com/politica/-jueces-hicieron-veranito-favorecer-violadores-asesinos-advirtio-sergio-massa_0_26c7npZKY.html,clarin,2020-05-06
2020-05-06,mundo,"coronavirus en francia: con 278 muertes en un dia, abriran la cuarentena en las ""zonas verdes"" ",https://www.clarin.com/mundo/coronavirus-francia-278-muertes-dia-abriran-cuarentena-zonas-verdes-_0_yqr44JEY6.html,clarin,2020-05-06
2020-05-06,mundo,coronavirus en peru: luego de 54 dias y escaso exito el gobierno comienza a levantar una de las cuarentenas mas rigidas del mundo ,https://www.clarin.com/mundo/coronavirus-peru-luego-54-dias-escaso-exito-gobierno-comienza-levantar-cuarentenas-rigidas-mundo_0_pZ57hG4o3.html,clarin,2020-05-06
2020-05-06,mundo,"coronavirus en estados unidos: donald trump dijo que la pandemia es ""peor que pearl harbor"" o el atentado a las torres gemelas ",https://www.clarin.com/mundo/coronavirus-unidos-donald-trump-dijo-pandemia-peor-pearl-harbor-atentado-torres-gemelas_0_KSKujZ8nt.html,clarin,2020-05-06
2020-05-06,mundo,"coronavirus en ee.uu.: contra todas las reglas, donald trump visita una fabrica de mascaras sin ponerse una ",https://www.clarin.com/mundo/coronavirus-ee-uu-todas-reglas-donald-trump-visita-fabrica-mascaras-ponerse_0_N4CGjYBsj.html,clarin,2020-05-06
2020-05-06,mundo,coronavirus en chile: el gobierno da marcha atras y vuelve a confinar barrios de santiago por el avance del virus ,https://www.clarin.com/mundo/coronavirus-chile-gobierno-da-marcha-vuelve-confinar-barrios-santiago-avance-virus_0_cSqroSEcR.html,clarin,2020-05-06
2020-05-06,mundo,coronavirus en francia: el desconfinamiento llega con dudas y con padres que no quieren mandar a sus hijos al colegio ,https://www.clarin.com/mundo/coronavirus-francia-desconfinamiento-llega-dudas-padres-quieren-mandar-hijos-colegio_0__PGaw2fTs.html,clarin,2020-05-06
2020-05-06,economia,la asociacion de defensores del pueblo respaldo al gobierno en la negociacion para reestructurar la deuda ,https://www.clarin.com/economia/asociacion-defensores-pueblo-respaldo-gobierno-negociacion-reestructurar-deuda_0_8F5OnVy1v.html,clarin,2020-05-06
2020-05-06,economia,el otro canje: los duenos de letes reperfiladas que acepten la propuesta oficial asumiran perdidas de casi 60% ,https://www.clarin.com/economia/economia/canje-duenos-letes-reperfiladas-acepten-propuesta-oficial-asumiran-perdidas-60-_0_Mof7dV16E.html,clarin,2020-05-06
2020-05-06,economia,edenor y edesur deberan facturar el consumo real de energia a pymes e industrias ,https://www.clarin.com/economia/edenor-edesur-deberan-facturar-consumo-real-energia-pymes-industrias_0_1yspxVDmz.html,clarin,2020-05-06
2020-05-06,economia,bono anses de $ 10.000: lanzan una sitio para saber cuando y donde cobrar ,https://www.clarin.com/economia/economia/bono-anses-10-000-lanzan-web-saber-cobrar_0_fY6oYRF7K.html,clarin,2020-05-06
2020-05-06,sociedad,le negaron la prision domiciliaria al hijo de uno de los nocheros acusado de abuso sexual ,https://www.clarin.com/sociedad/negaron-prision-domiciliaria-hijo-nocheros-acusado-abuso-sexual_0_6XkDjPWfY.html,clarin,2020-05-06
2020-05-06,internacional,un chef salvo a su restaurante en una semana con una gran idea que implemento por whatsapp ,https://www.clarin.com/internacional/espana/chef-salvo-restaurante-semana-gran-idea-implemento-whatsapp_0_8aVJ1j5y_.html,clarin,2020-05-06
2020-05-06,sociedad,"coronavirus en argentina: abrieron una causa penal por la ""marcha de los barbijos"" contra la cuarentena ",https://www.clarin.com/sociedad/coronavirus-argentina-abrieron-causa-penal-marcha-barbijos-cuarentena_0_EUzGrtKZt.html,clarin,2020-05-06
2020-05-06,sociedad,"el coronavirus salva al everest de la saturacion: por primera vez en 50 anos, no habra expediciones y solo subiran para volver a medirlo ",https://www.clarin.com/sociedad/coronavirus-salva-everest-saturacion-primera-vez-50-anos-expediciones-solo-subiran-volver-medirlo_0_wxzkGdTC6.html,clarin,2020-05-06
2020-05-06,ciudades,coronavirus en la ciudad: supermercados y farmacias lanzan lineas de atencion telefonica para mayores de 70 ,https://www.clarin.com/ciudades/coronavirus-ciudad-supermercados-farmacias-lanzan-lineas-atencion-telefonica-mayores-70_0_AL4XWD9jf.html,clarin,2020-05-06
2020-05-06,ciudades,"coronavirus: en la ciudad, la administracion de la cuarentena dependera de que no se disparen los contagios ",https://www.clarin.com/ciudades/coronavirus-ciudad-administracion-cuarentena-dependera-disparen-contagios_0_pU3yLw2ih.html,clarin,2020-05-06
